algorithm_id,lang,title,principle,function_desc,example,usage_py,extension
morph_close,zh,闭运算,"## 算法名称
闭运算（内部标识 `morph_close`）

## 原理（教材级叙述）
先膨胀后腐蚀：闭合小孔、连接邻近物体。

## 离散实现与数学扩展
【形态学代数】
在二值或灰度图上，腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀对偶为 max。开运算=腐蚀后膨胀，去小亮噪；闭运算=膨胀后腐蚀，填小孔。顶帽/黑帽刻画与邻域均值的亮/暗偏差。

【结构元素】
形状与尺寸决定各向异性：细长核检测特定方向结构；迭代次数等效于更大核但可分步调试。

【边界与类型】
注意 BORDER_DEFAULT / BORDER_REPLICATE 等对边界像素填充；灰度形态学与二值形态学在 max-min 意义上统一。

## 与算法 id 关联的要点
灰度/二值形态学在结构元素 B 上定义：腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀 (I⊕B)(x)=max_{b∈B} I(x+b)。开闭、顶帽、黑帽均由腐蚀/膨胀复合得到。","## 算法功能
填充轮廓内缝隙。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
连接断裂的条形码竖线。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(bin,cv2.MORPH_CLOSE,kernel)",
morph_close,en,Close,"## Algorithm name
Close (`morph_close`)

## Principle
Dilate then erode: closes small holes; connects nearby objects.

[Math & algorithm notes]
Grayscale morphology with structuring element B: erosion (I⊖B)(x)=min_{b∈B} I(x+b), dilation dual with max. Opening/closing/top-hat/black-hat are compositions.

## Math & implementation notes
Mathematical morphology uses min/max filters with a structuring element; compositions yield open/close/top-hat/black-hat operators.","## Function & pipeline notes
Fill gaps inside contours.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Reconnect broken barcode vertical bars.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(bin,cv2.MORPH_CLOSE,kernel)",
morph_open,zh,开运算,"## 算法名称
开运算（内部标识 `morph_open`）

## 原理（教材级叙述）
先腐蚀后膨胀：去小突起。

## 离散实现与数学扩展
【形态学代数】
在二值或灰度图上，腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀对偶为 max。开运算=腐蚀后膨胀，去小亮噪；闭运算=膨胀后腐蚀，填小孔。顶帽/黑帽刻画与邻域均值的亮/暗偏差。

【结构元素】
形状与尺寸决定各向异性：细长核检测特定方向结构；迭代次数等效于更大核但可分步调试。

【边界与类型】
注意 BORDER_DEFAULT / BORDER_REPLICATE 等对边界像素填充；灰度形态学与二值形态学在 max-min 意义上统一。

## 与算法 id 关联的要点
灰度/二值形态学在结构元素 B 上定义：腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀 (I⊕B)(x)=max_{b∈B} I(x+b)。开闭、顶帽、黑帽均由腐蚀/膨胀复合得到。","## 算法功能
平滑轮廓、去毛刺。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
去除椒盐亮噪点。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(bin,cv2.MORPH_OPEN,kernel)",
morph_open,en,Open,"## Algorithm name
Open (`morph_open`)

## Principle
Erode then dilate: removes small protrusions.

[Math & algorithm notes]
Grayscale morphology with structuring element B: erosion (I⊖B)(x)=min_{b∈B} I(x+b), dilation dual with max. Opening/closing/top-hat/black-hat are compositions.

## Math & implementation notes
Mathematical morphology uses min/max filters with a structuring element; compositions yield open/close/top-hat/black-hat operators.","## Function & pipeline notes
Smooth contour; remove spurs.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Remove salt-and-pepper bright specks.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(bin,cv2.MORPH_OPEN,kernel)",
morph_grad,zh,形态学梯度,"## 算法名称
形态学梯度（内部标识 `morph_grad`）

## 原理（教材级叙述）
膨胀图与腐蚀图之差，突出边界。

## 离散实现与数学扩展
【形态学代数】
在二值或灰度图上，腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀对偶为 max。开运算=腐蚀后膨胀，去小亮噪；闭运算=膨胀后腐蚀，填小孔。顶帽/黑帽刻画与邻域均值的亮/暗偏差。

【结构元素】
形状与尺寸决定各向异性：细长核检测特定方向结构；迭代次数等效于更大核但可分步调试。

【边界与类型】
注意 BORDER_DEFAULT / BORDER_REPLICATE 等对边界像素填充；灰度形态学与二值形态学在 max-min 意义上统一。

## 与算法 id 关联的要点
灰度/二值形态学在结构元素 B 上定义：腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀 (I⊕B)(x)=max_{b∈B} I(x+b)。开闭、顶帽、黑帽均由腐蚀/膨胀复合得到。","## 算法功能
物体轮廓增强。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
二值细胞边缘。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(bin,cv2.MORPH_GRADIENT,kernel)",
morph_grad,en,Morph gradient,"## Algorithm name
Morph gradient (`morph_grad`)

## Principle
Dilated image minus eroded image highlights boundaries.

[Math & algorithm notes]
Grayscale morphology with structuring element B: erosion (I⊖B)(x)=min_{b∈B} I(x+b), dilation dual with max. Opening/closing/top-hat/black-hat are compositions.

## Math & implementation notes
Mathematical morphology uses min/max filters with a structuring element; compositions yield open/close/top-hat/black-hat operators.","## Function & pipeline notes
Enhance object outlines.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Binary cell boundaries.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(bin,cv2.MORPH_GRADIENT,kernel)",
morph_tophat,zh,顶帽,"## 算法名称
顶帽（内部标识 `morph_tophat`）

## 原理（教材级叙述）
原图减开运算，突出比邻域亮的小细节。

## 离散实现与数学扩展
【形态学代数】
在二值或灰度图上，腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀对偶为 max。开运算=腐蚀后膨胀，去小亮噪；闭运算=膨胀后腐蚀，填小孔。顶帽/黑帽刻画与邻域均值的亮/暗偏差。

【结构元素】
形状与尺寸决定各向异性：细长核检测特定方向结构；迭代次数等效于更大核但可分步调试。

【边界与类型】
注意 BORDER_DEFAULT / BORDER_REPLICATE 等对边界像素填充；灰度形态学与二值形态学在 max-min 意义上统一。

## 与算法 id 关联的要点
灰度/二值形态学在结构元素 B 上定义：腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀 (I⊕B)(x)=max_{b∈B} I(x+b)。开闭、顶帽、黑帽均由腐蚀/膨胀复合得到。","## 算法功能
不均匀背景上的暗小目标检测。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
芯片表面微小亮点。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(gray,cv2.MORPH_TOPHAT,kernel)",
morph_tophat,en,Top-hat,"## Algorithm name
Top-hat (`morph_tophat`)

## Principle
Image minus opening highlights small details brighter than neighborhood.

[Math & algorithm notes]
Grayscale morphology with structuring element B: erosion (I⊖B)(x)=min_{b∈B} I(x+b), dilation dual with max. Opening/closing/top-hat/black-hat are compositions.

## Math & implementation notes
Mathematical morphology uses min/max filters with a structuring element; compositions yield open/close/top-hat/black-hat operators.","## Function & pipeline notes
Dark small targets on uneven background.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Tiny bright spots on a chip surface.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(gray,cv2.MORPH_TOPHAT,kernel)",
morph_blackhat,zh,黑帽,"## 算法名称
黑帽（内部标识 `morph_blackhat`）

## 原理（教材级叙述）
闭运算减原图，突出比邻域暗的结构。

## 离散实现与数学扩展
【形态学代数】
在二值或灰度图上，腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀对偶为 max。开运算=腐蚀后膨胀，去小亮噪；闭运算=膨胀后腐蚀，填小孔。顶帽/黑帽刻画与邻域均值的亮/暗偏差。

【结构元素】
形状与尺寸决定各向异性：细长核检测特定方向结构；迭代次数等效于更大核但可分步调试。

【边界与类型】
注意 BORDER_DEFAULT / BORDER_REPLICATE 等对边界像素填充；灰度形态学与二值形态学在 max-min 意义上统一。

## 与算法 id 关联的要点
灰度/二值形态学在结构元素 B 上定义：腐蚀 (I⊖B)(x)=min_{b∈B} I(x+b)，膨胀 (I⊕B)(x)=max_{b∈B} I(x+b)。开闭、顶帽、黑帽均由腐蚀/膨胀复合得到。","## 算法功能
暗细节、裂缝。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
道路裂缝增强。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(gray,cv2.MORPH_BLACKHAT,kernel)",
morph_blackhat,en,Black-hat,"## Algorithm name
Black-hat (`morph_blackhat`)

## Principle
Closing minus image highlights structures darker than neighborhood.

[Math & algorithm notes]
Grayscale morphology with structuring element B: erosion (I⊖B)(x)=min_{b∈B} I(x+b), dilation dual with max. Opening/closing/top-hat/black-hat are compositions.

## Math & implementation notes
Mathematical morphology uses min/max filters with a structuring element; compositions yield open/close/top-hat/black-hat operators.","## Function & pipeline notes
Dark details; cracks.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Enhance road cracks.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
kernel = cv2.getStructuringElement(cv2.MORPH_RECT, (5, 5))
out=cv2.morphologyEx(gray,cv2.MORPH_BLACKHAT,kernel)",
edge_laplace,zh,拉普拉斯边缘,"【拉普拉斯算子精讲】
拉普拉斯算子（Laplacian）是图像梯度中用于检测边缘的二阶微分算子。与 Sobel、Scharr 等一阶梯度算子不同，它不区分边缘方向，直接通过计算图像函数在两个正交方向上的二阶导数和来寻找灰度快速变化区域。

数学定义：对 f(x,y)，∇²f = ∂²f/∂x² + ∂²f/∂y²。
离散 3×3 常见模板：四邻域 [0,1,0; 1,-4,1; 0,1,0]；含对角 [1,1,1; 1,-8,1; 1,1,1]。
OpenCV 的 cv2.Laplacian 用 Sobel 二阶导组合实现离散拉普拉斯，常用 CV_16S 防截断，再 convertScaleAbs 便于显示。

主要特点：零交叉定位边缘；各向同性；对噪声极敏感（常先高斯平滑）；正负值对应亮暗过渡方向。

## 算法名称
拉普拉斯边缘（内部标识 `edge_laplace`）

## 原理（教材级叙述）
二阶导数零交叉检测边缘，对噪声敏感。

## 离散实现与数学扩展
【一阶与二阶梯度】
一阶：∇I≈(G_x,G_y)，幅值 |∇I| 常用 L1 或 L2 范数近似；二阶：拉普拉斯 ∇²I 对噪声极敏感，零交叉可标边缘但需先平滑。

【Canny 管线】
高斯抑制高频噪声 → 梯度幅角 → 非极大抑制细化脊线 → 双阈值滞后连接：高阈值控假阳、低阈值连断裂。

【离散实现】
Sobel/Scharr 为固定可分离整数核；Laplacian 常用 CV_16S 防截断；显示前归一化。

## 与算法 id 关联的要点
一阶边缘：梯度 ∇I=(∂I/∂x,∂I/∂y)，常用 |∇I|≈|G_x|+|G_y| 或 √(G_x²+G_y²)。Canny：高斯平滑后求梯度，非极大抑制，双阈值滞后连接。Laplacian：二阶算子 ∇²I，零交叉对应边缘位置。","## 算法功能
锐化、边缘位置。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
简单几何形状轮廓。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
lap=cv2.Laplacian(gray,cv2.CV_16S,ksize=3)",
edge_laplace,en,Laplacian edges,"Laplacian deep dive: second-order ∇²f = ∂²f/∂x²+∂²f/∂y²; discrete 3×3 masks include 4-neighbour and 8-neighbour variants; OpenCV Laplacian uses Sobel-based second derivatives (often CV_16S + convertScaleAbs). Isotropic, zero-crossings at edges, very noise-sensitive—blur first.


## Algorithm name
Laplacian edges (`edge_laplace`)

## Principle
Second derivative zero-crossings; sensitive to noise.

[Math & algorithm notes]
First-order edges use ∇I; Canny chains Gaussian blur, gradient magnitude, NMS, hysteresis with T_low,T_high. Laplacian uses second-order ∇²I and zero-crossings.

## Math & implementation notes
First-order gradients approximate ∂I/∂x,∂I/∂y; Canny chains blur, gradient, NMS, hysteresis; Laplacian is second-order and noise-sensitive.","## Function & pipeline notes
Sharpening; edge localization.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Simple geometric outlines.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
lap=cv2.Laplacian(gray,cv2.CV_16S,ksize=3)",
edge_canny,zh,Canny 边缘,"## 算法名称
Canny 边缘（内部标识 `edge_canny`）

## 原理（教材级叙述）
高斯平滑、梯度幅角、双阈值滞后、非极大抑制。

## 离散实现与数学扩展
【一阶与二阶梯度】
一阶：∇I≈(G_x,G_y)，幅值 |∇I| 常用 L1 或 L2 范数近似；二阶：拉普拉斯 ∇²I 对噪声极敏感，零交叉可标边缘但需先平滑。

【Canny 管线】
高斯抑制高频噪声 → 梯度幅角 → 非极大抑制细化脊线 → 双阈值滞后连接：高阈值控假阳、低阈值连断裂。

【离散实现】
Sobel/Scharr 为固定可分离整数核；Laplacian 常用 CV_16S 防截断；显示前归一化。

## 与算法 id 关联的要点
一阶边缘：梯度 ∇I=(∂I/∂x,∂I/∂y)，常用 |∇I|≈|G_x|+|G_y| 或 √(G_x²+G_y²)。Canny：高斯平滑后求梯度，非极大抑制，双阈值滞后连接。Laplacian：二阶算子 ∇²I，零交叉对应边缘位置。","## 算法功能
高质量单像素宽边缘。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
工业零件轮廓提取。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
e=cv2.Canny(gray,50,150)",
edge_canny,en,Canny edges,"## Algorithm name
Canny edges (`edge_canny`)

## Principle
Gaussian blur, gradient magnitude/angle, double hysteresis, non-max suppression.

[Math & algorithm notes]
First-order edges use ∇I; Canny chains Gaussian blur, gradient magnitude, NMS, hysteresis with T_low,T_high. Laplacian uses second-order ∇²I and zero-crossings.

## Math & implementation notes
First-order gradients approximate ∂I/∂x,∂I/∂y; Canny chains blur, gradient, NMS, hysteresis; Laplacian is second-order and noise-sensitive.","## Function & pipeline notes
High-quality single-pixel-wide edges.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Industrial part contour extraction.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
e=cv2.Canny(gray,50,150)",
edge_sobel,zh,Sobel 边缘,"## 算法名称
Sobel 边缘（内部标识 `edge_sobel`）

## 原理（教材级叙述）
一阶差分近似偏导，Gx、Gy 合成幅值。

## 离散实现与数学扩展
【一阶与二阶梯度】
一阶：∇I≈(G_x,G_y)，幅值 |∇I| 常用 L1 或 L2 范数近似；二阶：拉普拉斯 ∇²I 对噪声极敏感，零交叉可标边缘但需先平滑。

【Canny 管线】
高斯抑制高频噪声 → 梯度幅角 → 非极大抑制细化脊线 → 双阈值滞后连接：高阈值控假阳、低阈值连断裂。

【离散实现】
Sobel/Scharr 为固定可分离整数核；Laplacian 常用 CV_16S 防截断；显示前归一化。

## 与算法 id 关联的要点
一阶边缘：梯度 ∇I=(∂I/∂x,∂I/∂y)，常用 |∇I|≈|G_x|+|G_y| 或 √(G_x²+G_y²)。Canny：高斯平滑后求梯度，非极大抑制，双阈值滞后连接。Laplacian：二阶算子 ∇²I，零交叉对应边缘位置。","## 算法功能
快速梯度、方向性边缘。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
水平/垂直边缘分量可视化。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
gx=cv2.Sobel(gray,cv2.CV_16S,1,0,ksize=3)",
edge_sobel,en,Sobel edges,"## Algorithm name
Sobel edges (`edge_sobel`)

## Principle
First differences approximate partial derivatives; combine Gx, Gy magnitude.

[Math & algorithm notes]
First-order edges use ∇I; Canny chains Gaussian blur, gradient magnitude, NMS, hysteresis with T_low,T_high. Laplacian uses second-order ∇²I and zero-crossings.

## Math & implementation notes
First-order gradients approximate ∂I/∂x,∂I/∂y; Canny chains blur, gradient, NMS, hysteresis; Laplacian is second-order and noise-sensitive.","## Function & pipeline notes
Fast gradient; directional edges.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Visualize horizontal vs vertical edge components.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gray = cv2.cvtColor(img, cv2.COLOR_BGR2GRAY)
gx=cv2.Sobel(gray,cv2.CV_16S,1,0,ksize=3)",
edge_scharr,zh,Scharr 边缘,"## 算法名称
Scharr 边缘（内部标识 `edge_scharr`）

## 原理（教材级叙述）
Sobel 的 3×3 更精确变体，核固定。

## 离散实现与数学扩展
【一阶与二阶梯度】
一阶：∇I≈(G_x,G_y)，幅值 |∇I| 常用 L1 或 L2 范数近似；二阶：拉普拉斯 ∇²I 对噪声极敏感，零交叉可标边缘但需先平滑。

【Canny 管线】
高斯抑制高频噪声 → 梯度幅角 → 非极大抑制细化脊线 → 双阈值滞后连接：高阈值控假阳、低阈值连断裂。

【离散实现】
Sobel/Scharr 为固定可分离整数核；Laplacian 常用 CV_16S 防截断；显示前归一化。

## 与算法 id 关联的要点
一阶边缘：梯度 ∇I=(∂I/∂x,∂I/∂y)，常用 |∇I|≈|G_x|+|G_y| 或 √(G_x²+G_y²)。Canny：高斯平滑后求梯度，非极大抑制，双阈值滞后连接。Laplacian：二阶算子 ∇²I，零交叉对应边缘位置。","## 算法功能
比 Sobel(3) 更精确的梯度。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
小结构边缘。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gx=cv2.Scharr(gray,cv2.CV_16S,1,0)",
edge_scharr,en,Scharr edges,"## Algorithm name
Scharr edges (`edge_scharr`)

## Principle
More accurate 3×3 variant than Sobel(3); fixed kernel.

[Math & algorithm notes]
First-order edges use ∇I; Canny chains Gaussian blur, gradient magnitude, NMS, hysteresis with T_low,T_high. Laplacian uses second-order ∇²I and zero-crossings.

## Math & implementation notes
First-order gradients approximate ∂I/∂x,∂I/∂y; Canny chains blur, gradient, NMS, hysteresis; Laplacian is second-order and noise-sensitive.","## Function & pipeline notes
Finer gradient than 3×3 Sobel.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Small-structure edges.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
gx=cv2.Scharr(gray,cv2.CV_16S,1,0)",
img_contours,zh,轮廓检测,"## 算法名称
轮廓检测（内部标识 `img_contours`）

## 原理（教材级叙述）
findContours 从二值图提取边界链；可计算面积周长。

## 离散实现与数学扩展
【离散实现通论】
OpenCV 对大多数算子给出像素级离散实现；注意 dtype（uint8/float）、通道顺序（BGR）与 border 模式对结果边界的影响。

【调试建议】
对比输入/输出直方图与局部放大；对涉及梯度的算子优先用更高位深中间结果再压缩显示。

## 与算法 id 关联的要点
轮廓可视为二值域 ∂Ω 的连通边界链；面积 A=∮_∂Ω x dy，周长可用链码近似。","## 算法功能
形状分析、物体计数。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
统计硬币个数。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
cnts,_=cv2.findContours(th,cv2.RETR_EXTERNAL,cv2.CHAIN_APPROX_SIMPLE)",
img_contours,en,Contours,"## Algorithm name
Contours (`img_contours`)

## Principle
findContours extracts boundary chains from binary maps; area and perimeter.

[Math & algorithm notes]
Contours are boundary chains of binary regions; Green's theorem links area to boundary integral.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Shape analysis; object counting.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Count coins.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
cnts,_=cv2.findContours(th,cv2.RETR_EXTERNAL,cv2.CHAIN_APPROX_SIMPLE)",
img_stitch,zh,图像拼接,"## 算法名称
图像拼接（内部标识 `img_stitch`）

## 原理（教材级叙述）
特征匹配估计单应性，投影融合；Stitcher 高级 API。

## 离散实现与数学扩展
【几何变换】
旋转/缩放属于仿射或相似变换子集；warpAffine 用双线性/双三次插值近似重采样，频域上相当于与 sinc 核近似卷积，故缩小再放大会损失高频。

【仿射自由度】
平面仿射 6 自由度，三对非共线对应点唯一确定矩阵；透视需单应性 8 自由度（本演示以仿射为主）。

## 与算法 id 关联的要点
拼接估计单应性 H 使 x'∼H x，再经投影与融合（多频段拉普拉斯等）减轻接缝。","## 算法功能
全景图、宽视野。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
两张相邻街景拼接。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
st=cv2.Stitcher_create()
status,pano=st.stitch([a,b])",
img_stitch,en,Stitch,"## Algorithm name
Stitch (`img_stitch`)

## Principle
Feature matching estimates homography; blend projections; Stitcher high-level API.

[Math & algorithm notes]
Stitching estimates homography H (or camera poses) then warps and blends—multi-band blending reduces seams.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Panoramas; wide field of view.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Stitch two adjacent street views.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
st=cv2.Stitcher_create()
status,pano=st.stitch([a,b])",
filt_gray,zh,灰度滤镜,"## 算法名称
灰度滤镜（内部标识 `filt_gray`）

## 原理（教材级叙述）
Y = 0.299R+0.587G+0.114B 或 BT.601。

## 离散实现与数学扩展
【线性移不变系统】
卷积 I'=I*h，h 为有限支撑核；可分离核 h=h_x⊗h_y 降低复杂度。高斯核等价频域低通；锐化常写作 I+α(I−G_σ*I)（反锐化）。

【非线性滤镜】
浮雕等属方向性高通+偏置；怀旧多为对角仿射或 LUT 色调映射。

## 与算法 id 关联的要点
线性滤波可写为卷积 I'(x)=∑_k I(x−k)·h(k)，离散实现即 filter2D。可分离核 h=h₁⊗h₂ 可降低复杂度。","## 算法功能
去色、为下游算法准备单通道。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
人像黑白风格。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
g=cv2.cvtColor(img,cv2.COLOR_BGR2GRAY)",
